-100.000000	0.997122
-95.000000	0.992416
-90.000000	0.980153
-85.000000	0.949062
-80.000000	0.875440
-75.000000	0.726110
-70.000000	0.499996
-65.000000	0.273883
-60.000000	0.124553
-55.000000	0.050931
-50.000000	0.019840
-45.000000	0.007577
-40.000000	0.002872
-35.000000	0.001085
-30.000000	0.000410
-25.000000	0.000155
-20.000000	0.000058
-15.000000	0.000022
-10.000000	0.000008
-5.000000	0.000003
0.000000	0.000001
5.000000	0.000000
10.000000	0.000000
15.000000	0.000000
20.000000	0.000000
25.000000	0.000000
30.000000	0.000000
35.000000	0.000000
40.000000	0.000000
45.000000	0.000000
50.000000	0.000000
55.000000	0.000000
60.000000	0.000000
65.000000	0.000000
70.000000	0.000000
75.000000	0.000000
80.000000	0.000000
85.000000	0.000000
90.000000	0.000000
95.000000	0.000000
100.000000	0.000000
